gene_id	sumUMI	CPM	type	biotype	zScore	pValue	calls_pValue	cellTypeName	cellTypeId
ENSMUSG00000000134	18	11.2039657059059	genic	protein_coding	2.11129153505642	0.0173736305946077	present	B-cell	CL:0000236
ENSMUSG00000000142	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000148	16	9.95908062747188	genic	protein_coding	1.98585415867253	0.0235247600402666	present	B-cell	CL:0000236
ENSMUSG00000000149	3	1.86732761765098	genic	protein_coding	0.203091379758545	0.419531804644541	absent	B-cell	CL:0000236
ENSMUSG00000000154	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000157	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000159	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000167	2	1.24488507843398	genic	protein_coding	-0.228723601854587	0.590458125310241	absent	B-cell	CL:0000236
ENSMUSG00000000168	16	9.95908062747188	genic	protein_coding	1.98585415867253	0.0235247600402666	present	B-cell	CL:0000236
ENSMUSG00000000171	65	40.4587650491045	genic	protein_coding	3.47875108611875	0.00025187813320689	present	B-cell	CL:0000236
ENSMUSG00000000182	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000183	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000184	41	25.5201441078967	genic	protein_coding	2.9879889847346	0.00140409837664949	present	B-cell	CL:0000236
ENSMUSG00000000194	35	21.7854888725947	genic	protein_coding	2.81948251022829	0.00240505761085822	present	B-cell	CL:0000236
ENSMUSG00000000197	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000202	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000204	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000214	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000215	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000216	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000223	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000244	375	233.415952206372	genic	protein_coding	5.34518170023919	4.51631984745727e-08	present	B-cell	CL:0000236
ENSMUSG00000000247	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000248	5	3.11221269608496	genic	protein_coding	0.747113918129922	0.227497399748802	absent	B-cell	CL:0000236
ENSMUSG00000000253	6	3.73465523530195	genic	protein_coding	0.941283966600917	0.173279678494105	absent	B-cell	CL:0000236
ENSMUSG00000000263	2	1.24488507843398	genic	protein_coding	-0.228723601854587	0.590458125310241	absent	B-cell	CL:0000236
ENSMUSG00000000266	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000275	74	46.0607479020574	genic	protein_coding	3.61685625415374	0.000149101398180886	present	B-cell	CL:0000236
ENSMUSG00000000276	19	11.8264082451229	genic	protein_coding	2.16887241117084	0.0150461859116329	present	B-cell	CL:0000236
ENSMUSG00000000278	41	25.5201441078967	genic	protein_coding	2.9879889847346	0.00140409837664949	present	B-cell	CL:0000236
ENSMUSG00000000282	23	14.3161784019908	genic	protein_coding	2.3723437133865	0.00883781960336312	present	B-cell	CL:0000236
ENSMUSG00000000290	45	28.0099142647646	genic	protein_coding	3.08712905504093	0.00101049917110495	present	B-cell	CL:0000236
ENSMUSG00000000295	33	20.5406037941607	genic	protein_coding	2.7568181553247	0.00291834003136893	present	B-cell	CL:0000236
ENSMUSG00000000296	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000301	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000303	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000305	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000308	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000317	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000318	1	0.622442539216992	genic	protein_coding	-0.966916188696959	0.833207033446457	absent	B-cell	CL:0000236
ENSMUSG00000000320	44	27.3874717255477	genic	protein_coding	3.06319576055394	0.00109493376610259	present	B-cell	CL:0000236
ENSMUSG00000000325	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000326	45	28.0099142647646	genic	protein_coding	3.08712905504093	0.00101049917110495	present	B-cell	CL:0000236
ENSMUSG00000000339	3	1.86732761765098	genic	protein_coding	0.203091379758545	0.419531804644541	absent	B-cell	CL:0000236
ENSMUSG00000000340	17	10.5815231666889	genic	protein_coding	2.0504185797077	0.0201618008174391	present	B-cell	CL:0000236
ENSMUSG00000000346	243	151.253537029729	genic	protein_coding	4.88312165358056	5.22097014892865e-07	present	B-cell	CL:0000236
ENSMUSG00000000355	109	67.8462367746521	genic	protein_coding	4.02930730623611	2.79707247668523e-05	present	B-cell	CL:0000236
ENSMUSG00000000359	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000365	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000374	10	6.22442539216992	genic	protein_coding	1.48530650497229	0.0687313247473482	absent	B-cell	CL:0000236
ENSMUSG00000000378	191	118.886524990446	genic	protein_coding	4.62668559948471	1.85781950047781e-06	present	B-cell	CL:0000236
ENSMUSG00000000381	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000384	18	11.2039657059059	genic	protein_coding	2.11129153505642	0.0173736305946077	present	B-cell	CL:0000236
ENSMUSG00000000385	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000386	3	1.86732761765098	genic	protein_coding	0.203091379758545	0.419531804644541	absent	B-cell	CL:0000236
ENSMUSG00000000392	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000394	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000399	56	34.8567821961516	genic	protein_coding	3.32003016392852	0.000450038611912881	present	B-cell	CL:0000236
ENSMUSG00000000402	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000409	26	16.1835060196418	genic	protein_coding	2.50291356613424	0.0061587810784382	present	B-cell	CL:0000236
ENSMUSG00000000411	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000416	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000420	59	36.7241098138025	genic	protein_coding	3.37560730138175	0.000368264825089322	present	B-cell	CL:0000236
ENSMUSG00000000435	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000439	11	6.84686793138691	genic	protein_coding	1.5868105868692	0.0562777751682403	absent	B-cell	CL:0000236
ENSMUSG00000000440	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000441	27	16.8059485588588	genic	protein_coding	2.54310651666955	0.00549358647250982	present	B-cell	CL:0000236
ENSMUSG00000000486	214	133.202703392436	genic	protein_coding	4.74777735194932	1.02832127673887e-06	present	B-cell	CL:0000236
ENSMUSG00000000489	1	0.622442539216992	genic	protein_coding	-0.966916188696959	0.833207033446457	absent	B-cell	CL:0000236
ENSMUSG00000000530	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000531	3	1.86732761765098	genic	protein_coding	0.203091379758545	0.419531804644541	absent	B-cell	CL:0000236
ENSMUSG00000000532	4	2.48977015686797	genic	protein_coding	0.509468984987784	0.305211766324668	absent	B-cell	CL:0000236
ENSMUSG00000000538	5	3.11221269608496	genic	protein_coding	0.747113918129922	0.227497399748802	absent	B-cell	CL:0000236
ENSMUSG00000000544	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000552	6	3.73465523530195	genic	protein_coding	0.941283966600917	0.173279678494105	absent	B-cell	CL:0000236
ENSMUSG00000000555	2	1.24488507843398	genic	protein_coding	-0.228723601854587	0.590458125310241	absent	B-cell	CL:0000236
ENSMUSG00000000560	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000561	24	14.9386209412078	genic	protein_coding	2.41766914028566	0.00781013627207135	present	B-cell	CL:0000236
ENSMUSG00000000562	1	0.622442539216992	genic	protein_coding	-0.966916188696959	0.833207033446457	absent	B-cell	CL:0000236
ENSMUSG00000000563	279	173.661468441541	genic	protein_coding	5.03024993830347	2.44920433940025e-07	present	B-cell	CL:0000236
ENSMUSG00000000567	1	0.622442539216992	genic	protein_coding	-0.966916188696959	0.833207033446457	absent	B-cell	CL:0000236
ENSMUSG00000000568	73	45.4383053628404	genic	protein_coding	3.60236641452312	0.000157666728289367	present	B-cell	CL:0000236
ENSMUSG00000000579	39	24.2752590294627	genic	protein_coding	2.93472854774737	0.00166919799773217	present	B-cell	CL:0000236
ENSMUSG00000000581	80	49.7954031373594	genic	protein_coding	3.69988426549941	0.000107848905737216	present	B-cell	CL:0000236
ENSMUSG00000000594	200	124.488507843398	genic	protein_coding	4.67572178548392	1.46460753588664e-06	present	B-cell	CL:0000236
ENSMUSG00000000600	262	163.079945274852	genic	protein_coding	4.96329711800698	3.46532166713833e-07	present	B-cell	CL:0000236
ENSMUSG00000000605	34	21.1630463333777	genic	protein_coding	2.78861116655007	0.00264672884418786	present	B-cell	CL:0000236
ENSMUSG00000000606	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000617	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000627	1	0.622442539216992	genic	protein_coding	-0.966916188696959	0.833207033446457	absent	B-cell	CL:0000236
ENSMUSG00000000628	4	2.48977015686797	genic	protein_coding	0.509468984987784	0.305211766324668	absent	B-cell	CL:0000236
ENSMUSG00000000631	10	6.22442539216992	genic	protein_coding	1.48530650497229	0.0687313247473482	absent	B-cell	CL:0000236
ENSMUSG00000000632	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000673	61	37.9689948922365	genic	protein_coding	3.41111014840123	0.00032349474545798	present	B-cell	CL:0000236
ENSMUSG00000000682	3936	2449.93383435808	genic	protein_coding	7.84895948740196	2.09751546561873e-15	present	B-cell	CL:0000236
ENSMUSG00000000686	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000690	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000693	2	1.24488507843398	genic	protein_coding	-0.228723601854587	0.590458125310241	absent	B-cell	CL:0000236
ENSMUSG00000000701	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000706	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000708	7	4.35709777451895	genic	protein_coding	1.10545240340141	0.134481803798075	absent	B-cell	CL:0000236
ENSMUSG00000000711	14	8.71419554903789	genic	protein_coding	1.84364499024378	0.0326174473876043	present	B-cell	CL:0000236
ENSMUSG00000000724	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000730	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000731	1	0.622442539216992	genic	protein_coding	-0.966916188696959	0.833207033446457	absent	B-cell	CL:0000236
ENSMUSG00000000732	72	44.8158628236234	genic	protein_coding	3.58767670874116	0.000166818805778612	present	B-cell	CL:0000236
ENSMUSG00000000738	49	30.4996844216326	genic	protein_coding	3.17782099549977	0.000741931663084738	present	B-cell	CL:0000236
ENSMUSG00000000739	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000740	1079	671.615499815135	genic	protein_coding	6.47072782833998	4.8765987433808e-11	present	B-cell	CL:0000236
ENSMUSG00000000743	56	34.8567821961516	genic	protein_coding	3.32003016392852	0.000450038611912881	present	B-cell	CL:0000236
ENSMUSG00000000751	45	28.0099142647646	genic	protein_coding	3.08712905504093	0.00101049917110495	present	B-cell	CL:0000236
ENSMUSG00000000753	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000759	14	8.71419554903789	genic	protein_coding	1.84364499024378	0.0326174473876043	present	B-cell	CL:0000236
ENSMUSG00000000766	1	0.622442539216992	genic	protein_coding	-0.966916188696959	0.833207033446457	absent	B-cell	CL:0000236
ENSMUSG00000000776	39	24.2752590294627	genic	protein_coding	2.93472854774737	0.00166919799773217	present	B-cell	CL:0000236
ENSMUSG00000000782	2	1.24488507843398	genic	protein_coding	-0.228723601854587	0.590458125310241	absent	B-cell	CL:0000236
ENSMUSG00000000787	86	53.5300583726613	genic	protein_coding	3.77690481431054	7.93946904468166e-05	present	B-cell	CL:0000236
ENSMUSG00000000791	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000792	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000794	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000804	31	19.2957187157268	genic	protein_coding	2.69023480139246	0.00357008805687267	present	B-cell	CL:0000236
ENSMUSG00000000805	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000811	7	4.35709777451895	genic	protein_coding	1.10545240340141	0.134481803798075	absent	B-cell	CL:0000236
ENSMUSG00000000817	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000823	3	1.86732761765098	genic	protein_coding	0.203091379758545	0.419531804644541	absent	B-cell	CL:0000236
ENSMUSG00000000826	66	41.0812075883215	genic	protein_coding	3.49501074216707	0.000237021337948564	present	B-cell	CL:0000236
ENSMUSG00000000827	64	39.8363225098875	genic	protein_coding	3.46223933235727	0.000267850276831105	present	B-cell	CL:0000236
ENSMUSG00000000838	47	29.2547993431986	genic	protein_coding	3.13344012456875	0.000863850818419694	present	B-cell	CL:0000236
ENSMUSG00000000861	278	173.039025902324	genic	protein_coding	5.02642592419758	2.49852689148878e-07	present	B-cell	CL:0000236
ENSMUSG00000000869	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000876	27	16.8059485588588	genic	protein_coding	2.54310651666955	0.00549358647250982	present	B-cell	CL:0000236
ENSMUSG00000000881	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000884	2	1.24488507843398	genic	protein_coding	-0.228723601854587	0.590458125310241	absent	B-cell	CL:0000236
ENSMUSG00000000889	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000901	5	3.11221269608496	genic	protein_coding	0.747113918129922	0.227497399748802	absent	B-cell	CL:0000236
ENSMUSG00000000902	87	54.1525009118783	genic	protein_coding	3.78921693738284	7.55614503673563e-05	present	B-cell	CL:0000236
ENSMUSG00000000903	549	341.720954030129	genic	protein_coding	5.75112528531223	4.43256931923693e-09	present	B-cell	CL:0000236
ENSMUSG00000000915	36	22.4079314118117	genic	protein_coding	2.84948412189879	0.00218950957226153	present	B-cell	CL:0000236
ENSMUSG00000000916	6	3.73465523530195	genic	protein_coding	0.941283966600917	0.173279678494105	absent	B-cell	CL:0000236
ENSMUSG00000000934	3	1.86732761765098	genic	protein_coding	0.203091379758545	0.419531804644541	absent	B-cell	CL:0000236
ENSMUSG00000000938	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000942	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000948	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000957	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000958	6	3.73465523530195	genic	protein_coding	0.941283966600917	0.173279678494105	absent	B-cell	CL:0000236
ENSMUSG00000000959	77	47.9280755197084	genic	protein_coding	3.65917917896757	0.000126512193910173	present	B-cell	CL:0000236
ENSMUSG00000000976	46	28.6323568039816	genic	protein_coding	3.11053630022888	0.000933739702994676	present	B-cell	CL:0000236
ENSMUSG00000000982	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000000983	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001014	2	1.24488507843398	genic	protein_coding	-0.228723601854587	0.590458125310241	absent	B-cell	CL:0000236
ENSMUSG00000001016	66	41.0812075883215	genic	protein_coding	3.49501074216707	0.000237021337948564	present	B-cell	CL:0000236
ENSMUSG00000001017	67	41.7036501275385	genic	protein_coding	3.51102588282361	0.000223190467105821	present	B-cell	CL:0000236
ENSMUSG00000001018	78	48.5505180589254	genic	protein_coding	3.67292113458974	0.000119896753609488	present	B-cell	CL:0000236
ENSMUSG00000001020	5	3.11221269608496	genic	protein_coding	0.747113918129922	0.227497399748802	absent	B-cell	CL:0000236
ENSMUSG00000001021	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001023	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001025	63	39.2138799706705	genic	protein_coding	3.44546754031242	0.000285036214741322	present	B-cell	CL:0000236
ENSMUSG00000001027	4	2.48977015686797	genic	protein_coding	0.509468984987784	0.305211766324668	absent	B-cell	CL:0000236
ENSMUSG00000001029	140	87.1419554903789	genic	protein_coding	4.29586768391303	8.70056780318756e-06	present	B-cell	CL:0000236
ENSMUSG00000001034	4	2.48977015686797	genic	protein_coding	0.509468984987784	0.305211766324668	absent	B-cell	CL:0000236
ENSMUSG00000001036	3	1.86732761765098	genic	protein_coding	0.203091379758545	0.419531804644541	absent	B-cell	CL:0000236
ENSMUSG00000001039	1	0.622442539216992	genic	protein_coding	-0.966916188696959	0.833207033446457	absent	B-cell	CL:0000236
ENSMUSG00000001052	15	9.33663808825488	genic	protein_coding	1.91712148658543	0.0276112497607477	present	B-cell	CL:0000236
ENSMUSG00000001053	21	13.0712933235568	genic	protein_coding	2.27545997185691	0.0114391756418037	present	B-cell	CL:0000236
ENSMUSG00000001054	32	19.9181612549438	genic	protein_coding	2.7240467455149	0.00322436891828872	present	B-cell	CL:0000236
ENSMUSG00000001056	91	56.6422710687463	genic	protein_coding	3.83708957139024	6.22505353374165e-05	present	B-cell	CL:0000236
ENSMUSG00000001062	19	11.8264082451229	genic	protein_coding	2.16887241117084	0.0150461859116329	present	B-cell	CL:0000236
ENSMUSG00000001065	7	4.35709777451895	genic	protein_coding	1.10545240340141	0.134481803798075	absent	B-cell	CL:0000236
ENSMUSG00000001076	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001082	49	30.4996844216326	genic	protein_coding	3.17782099549977	0.000741931663084738	present	B-cell	CL:0000236
ENSMUSG00000001089	1	0.622442539216992	genic	protein_coding	-0.966916188696959	0.833207033446457	absent	B-cell	CL:0000236
ENSMUSG00000001095	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001098	2	1.24488507843398	genic	protein_coding	-0.228723601854587	0.590458125310241	absent	B-cell	CL:0000236
ENSMUSG00000001100	22	13.6937358627738	genic	protein_coding	2.32500317371157	0.0100358952488053	present	B-cell	CL:0000236
ENSMUSG00000001103	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001105	84	52.2851732942273	genic	protein_coding	3.75184514554165	8.77689408478851e-05	present	B-cell	CL:0000236
ENSMUSG00000001119	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001120	5	3.11221269608496	genic	protein_coding	0.747113918129922	0.227497399748802	absent	B-cell	CL:0000236
ENSMUSG00000001123	42	26.1425866471137	genic	protein_coding	3.01365255869928	0.00129061613285543	present	B-cell	CL:0000236
ENSMUSG00000001127	59	36.7241098138025	genic	protein_coding	3.37560730138175	0.000368264825089322	present	B-cell	CL:0000236
ENSMUSG00000001128	13	8.0917530098209	genic	protein_coding	1.76472097929187	0.0388053354527694	present	B-cell	CL:0000236
ENSMUSG00000001131	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001134	29	18.0508336372928	genic	protein_coding	2.61920936892734	0.00440669182691933	present	B-cell	CL:0000236
ENSMUSG00000001138	9	5.60198285295293	genic	protein_coding	1.37309894821405	0.0848607940005114	absent	B-cell	CL:0000236
ENSMUSG00000001143	43	26.7650291863307	genic	protein_coding	3.03871222746817	0.00118795845051616	present	B-cell	CL:0000236
ENSMUSG00000001150	33	20.5406037941607	genic	protein_coding	2.7568181553247	0.00291834003136893	present	B-cell	CL:0000236
ENSMUSG00000001151	17	10.5815231666889	genic	protein_coding	2.0504185797077	0.0201618008174391	present	B-cell	CL:0000236
ENSMUSG00000001155	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001156	5	3.11221269608496	genic	protein_coding	0.747113918129922	0.227497399748802	absent	B-cell	CL:0000236
ENSMUSG00000001157	38	23.6528164902457	genic	protein_coding	2.90706499801321	0.00182418690594146	present	B-cell	CL:0000236
ENSMUSG00000001158	112	69.7135643923031	genic	protein_coding	4.05822275077089	2.47237959946581e-05	present	B-cell	CL:0000236
ENSMUSG00000001166	8	4.97954031373594	genic	protein_coding	1.24766157183015	0.106077509883241	absent	B-cell	CL:0000236
ENSMUSG00000001168	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001173	2	1.24488507843398	genic	protein_coding	-0.228723601854587	0.590458125310241	absent	B-cell	CL:0000236
ENSMUSG00000001175	1189	740.084179129004	genic	protein_coding	6.5741145423589	2.44717723290082e-11	present	B-cell	CL:0000236
ENSMUSG00000001211	27	16.8059485588588	genic	protein_coding	2.54310651666955	0.00549358647250982	present	B-cell	CL:0000236
ENSMUSG00000001225	1	0.622442539216992	genic	protein_coding	-0.966916188696959	0.833207033446457	absent	B-cell	CL:0000236
ENSMUSG00000001227	1	0.622442539216992	genic	protein_coding	-0.966916188696959	0.833207033446457	absent	B-cell	CL:0000236
ENSMUSG00000001228	1	0.622442539216992	genic	protein_coding	-0.966916188696959	0.833207033446457	absent	B-cell	CL:0000236
ENSMUSG00000001229	20	12.4488507843398	genic	protein_coding	2.22349909181466	0.0130910822795479	present	B-cell	CL:0000236
ENSMUSG00000001240	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001247	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001248	46	28.6323568039816	genic	protein_coding	3.11053630022888	0.000933739702994676	present	B-cell	CL:0000236
ENSMUSG00000001249	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001260	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001270	1	0.622442539216992	genic	protein_coding	-0.966916188696959	0.833207033446457	absent	B-cell	CL:0000236
ENSMUSG00000001280	21	13.0712933235568	genic	protein_coding	2.27545997185691	0.0114391756418037	present	B-cell	CL:0000236
ENSMUSG00000001281	114	70.9584494707371	genic	protein_coding	4.07707256646872	2.28031313749723e-05	present	B-cell	CL:0000236
ENSMUSG00000001285	39	24.2752590294627	genic	protein_coding	2.93472854774737	0.00166919799773217	present	B-cell	CL:0000236
ENSMUSG00000001288	1	0.622442539216992	genic	protein_coding	-0.966916188696959	0.833207033446457	absent	B-cell	CL:0000236
ENSMUSG00000001289	1036	644.850470628804	genic	protein_coding	6.42741743309448	6.48950254036164e-11	present	B-cell	CL:0000236
ENSMUSG00000001300	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001305	36	22.4079314118117	genic	protein_coding	2.84948412189879	0.00218950957226153	present	B-cell	CL:0000236
ENSMUSG00000001313	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001323	3	1.86732761765098	genic	protein_coding	0.203091379758545	0.419531804644541	absent	B-cell	CL:0000236
ENSMUSG00000001333	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001334	3	1.86732761765098	genic	protein_coding	0.203091379758545	0.419531804644541	absent	B-cell	CL:0000236
ENSMUSG00000001348	239	148.763766872861	genic	protein_coding	4.86544511858338	5.70997488939494e-07	present	B-cell	CL:0000236
ENSMUSG00000001349	0	0	genic	protein_coding	NA	NA	absent	B-cell	CL:0000236
ENSMUSG00000001366	54	33.6118971177176	genic	protein_coding	3.28129910351192	0.000516650523864841	present	B-cell	CL:0000236
ENSMUSG00000001376	22	13.6937358627738	genic	protein_coding	2.32500317371157	0.0100358952488053	present	B-cell	CL:0000236
ENSMUSG00000001380	26	16.1835060196418	genic	protein_coding	2.50291356613424	0.0061587810784382	present	B-cell	CL:0000236
ENSMUSG00000001383	149	92.7439383433318	genic	protein_coding	4.36222049627402	6.43745069411033e-06	present	B-cell	CL:0000236
ENSMUSG00000001403	29	18.0508336372928	genic	protein_coding	2.61920936892734	0.00440669182691933	present	B-cell	CL:0000236
ENSMUSG00000001415	26	16.1835060196418	genic	protein_coding	2.50291356613424	0.0061587810784382	present	B-cell	CL:0000236
ENSMUSG00000001416	112	69.7135643923031	genic	protein_coding	4.05822275077089	2.47237959946581e-05	present	B-cell	CL:0000236
